Annotation Cluster 1	Enrichment Score:  3.7981833572371264
Category	Term	Count	%	Pvalue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_FAT	GO:0009611~response to wounding	51	10.493827160493826	9.916443689293563E-14	PDPN, CCL13, TFRC, SERPINA3, SELE, CFB, IL18RAP, FN1, ACKR1, ITGA5, SPP1, TNFAIP6, MAP2K3, BDKRB2, SERPINE1, THBD, B4GALT1, PLAUR, PROCR, VCAN, SAA1, CCL21, KDM6B, S100A12, HBEGF, HIF1A, CHST3, PLAU, SLC11A1, HMOX1, CD163, CD14, CCR1, CD44, PDGFB, CTGF, F2RL3, IL6, F5, CD55, CD9, TNC, CCL2, LBP, ADGRE5, LYVE1, CR1, S1PR3, AOX1, CLU, CXCL2	391	530	13528	3.3292863002461033	2.3219270950392001E-10	2.3219270950392001E-10	1.7359447213038948E-10
GOTERM_CC_FAT	GO:0005887~integral to plasma membrane	60	12.345679012345679	1.6579791737641968E-5	PDPN, TFRC, SLC4A4, SCARA5, HAS1, KCNQ3, FCAR, MARCO, MPP1, THY1, EDNRB, IL1R1, OSMR, HAS2, ITGA5, PCDH12, SLC2A4, BDKRB2, MUC1, THBD, HCAR2, ACVR2B, PROCR, IL4R, HBEGF, ATP1A1, PTPRD, TUBB3, C5AR1, PERP, GPRC5A, MFI2, SGMS2, SLC11A1, CD163, NTRK3, SCN4B, CCR1, CD44, SLC4A1, F2RL3, IL6, CD55, CD9, SLC7A1, ITGA11, GPC1, GPR4, SLC20A1, LPAR1, ADGRE5, LYVE1, LDLR, CR1, ICAM1, SDC4, S1PR3, MSR1, ANPEP, LRRC32	366	1188	12782	1.76381299332119	0.0054399463121979075	9.087196475828785E-4	0.022464817737666287
GOTERM_CC_FAT	GO:0031226~intrinsic to plasma membrane	61	12.551440329218108	1.6621005701790428E-5	PDPN, TFRC, SLC4A4, SCARA5, HAS1, KCNQ3, FCAR, MARCO, MPP1, THY1, EDNRB, IL1R1, OSMR, HAS2, ITGA5, PCDH12, SPTB, SLC2A4, BDKRB2, MUC1, THBD, HCAR2, ACVR2B, PROCR, IL4R, HBEGF, ATP1A1, PTPRD, TUBB3, C5AR1, PERP, GPRC5A, MFI2, SGMS2, SLC11A1, CD163, NTRK3, SCN4B, CCR1, CD44, SLC4A1, F2RL3, IL6, CD55, CD9, SLC7A1, ITGA11, GPC1, GPR4, SLC20A1, LPAR1, ADGRE5, LYVE1, LDLR, CR1, ICAM1, SDC4, S1PR3, MSR1, ANPEP, LRRC32	366	1215	12782	1.753360768175583	0.005453432076459763	7.808887077087601E-4	0.022520654845736843
GOTERM_CC_FAT	GO:0044459~plasma membrane part	91	18.72427983539095	1.7042882823214408E-4	PDPN, NEDD9, SLC4A4, TFRC, PANX1, SCARA5, HAS1, KCNQ3, SELE, FCAR, MARCO, AQP3, CABP1, MPP1, EGFLAM, THY1, RHOU, FN1, EDNRB, RASD1, IL1R1, OSMR, HAS2, PCDH12, ITGA5, IL1RL1, SPTB, PEMT, SLC2A4, BDKRB2, DPP4, ARC, EPB41L3, MUC1, THBD, DIAPH1, CADM3, B4GALT1, CBLN1, HCAR2, ACVR2B, PROCR, RSAD2, IL4R, HBEGF, ATP1A1, PTPRD, TUBB3, C5AR1, MFI2, PERP, GPRC5A, SGMS2, SLC11A1, HMOX1, HLA-DRB5, SAMD4A, CD163, AZGP1, SCN4B, NTRK3, CCR1, CD44, PTPN1, SLC4A1, F2RL3, IL6, CD55, CD9, SLC7A1, ITGA11, GPC1, GPR4, SLC20A1, WNT2, SHB, LPAR1, SLC2A1, CD276, ADGRE5, LYVE1, GJC1, LDLR, CR1, ICAM1, PCLO, SDC4, S1PR3, MSR1, ANPEP, LRRC32	366	2203	12782	1.4425956656223877	0.05453259291496593	0.006984973760689295	0.23070002539421486
GOTERM_CC_FAT	GO:0005886~plasma membrane	140	28.80658436213992	2.3907963425837394E-4	SLC4A4, TFRC, OR51E1, SCARA5, SELE, KCNQ3, AQP3, MARCO, MPP1, CABP1, FPR1, EGFLAM, THY1, FN1, EDNRB, ACKR3, IL1R1, HAS2, ACKR1, ITGA5, IL1RL1, SPTB, NRG2, BDKRB2, CD300E, SERPINE1, RELT, EPB41L3, ADGRG3, SLC39A14, MUC1, GPR132, B4GALT1, CBLN1, SLC4A7, PLAUR, USP2, RSAD2, TTYH3, PTPRD, MFI2, PLAU, HLA-DRB5, SAMD4A, CD163, SLC19A2, CD14, AZGP1, SEMA4A, MMP2, CCR1, TNFRSF12A, CA12, CDC42EP2, SLC4A1, SYTL4, ITGA11, GPC1, GPR4, XPNPEP2, CR1, LMNA, PIM1, ICAM1, PCLO, FLNC, S1PR3, MSR1, DIO2, PDPN, CYSLTR2, NEDD9, PANX1, HAS1, FCAR, CFB, STX11, ENTPD3, RHOU, RASD1, OSMR, PCDH12, PEMT, SLC2A4, DDX3Y, APOLD1, DPP4, ARC, THBD, CADM3, DIAPH1, HCAR2, ACVR2B, PROCR, ADGRD1, S100A12, IL4R, ATP1A1, HBEGF, TUBB3, C5AR1, GPRC5A, PERP, SLC11A1, APOB, SGMS2, HMOX1, WISP2, NTRK3, SCN4B, CD44, ITPRIP, CTGF, PTPN1, F2RL3, F5, IL6, CD55, CD9, SLC2A3, ENOX1, SLC7A1, PTPRE, SLC20A1, WNT2, EMP1, SHB, LPAR1, CD276, SLC2A1, ADGRE5, LYVE1, GJC1, KRT8, LDLR, SLC7A5, SDC4, RGS3, ANPEP, LRRC32	366	3777	12782	1.2944902349712308	0.07565195282921988	0.008702644602873733	0.3234894494636764
GOTERM_CC_FAT	GO:0009986~cell surface	19	3.909465020576132	0.011210825920492613	GPC1, SLC2A4, SCARA5, DPP4, WISP2, CD276, THY1, B4GALT1, TNFRSF12A, PDGFB, CD44, SDC4, ICAM1, ACVR2B, PLAUR, ITGA5, IL1RL1, SPTB, HBEGF	366	348	12782	1.9067426669179073	0.9755026994822833	0.18622083161139935	14.167723149488243
GOTERM_CC_FAT	GO:0016021~integral to membrane	163	33.53909465020576	0.1349384011410065	TFRC, SLC4A4, OR51E1, SCARA5, PTGES, GREB1L, SELE, KCNQ3, SCARA3, MARCO, AQP3, SLC25A44, CD248, MPP1, FPR1, THY1, IL18RAP, IL1R2, EDNRB, ACKR3, REEP2, IL1R1, PTGIS, HAS2, SLC27A2, ACKR1, ITGA5, IL1RL1, EVA1C, NRG2, SLC25A25, BDKRB2, CD300E, RELT, IER3, VASN, ADGRG3, CREB3L2, SLC39A14, MUC1, MYADM, GPR132, B4GALT1, NAALAD2, FAT3, SLC4A7, PLAUR, TTYH3, HSD3B7, PTPRD, MFSD2A, LHFPL2, CHST3, MFI2, HLA-DRB5, VMP1, HID1, CD163, FADS1, SLC19A2, CD14, PKD1L1, SEMA4A, CHSY1, TNFRSF12A, CCR1, CA12, UGCG, SLC4A1, ITGA11, AGPAT9, GPC1, DLL4, COLEC12, CHODL, LRRN4CL, GPR4, XYLT1, ELOVL6, SLCO2B1, PTGFRN, LILRA5, CR1, ICAM1, S1PR3, GALNT12, SHISA6, MSR1, DIO2, B3GNT5, B4GALT5, PDPN, CYSLTR2, ZDHHC9, PANX1, HAS1, FCAR, BTNL9, ENTPD3, NXT1, OSMR, PCDH12, PKD1L2, PEMT, SLC2A4, TNFRSF10D, APOLD1, LRRC59, DPP4, SLCO4A1, CH25H, THBD, CADM3, REEP6, HCAR2, PIEZO2, ACVR2B, PROCR, VCAN, ZDHHC11, ADGRD1, IL4R, ATP1A1, HBEGF, TUBB3, C5AR1, GPRC5A, PERP, SLC11A1, SGMS2, NTRK3, SCN4B, RRP12, PTPRQ, CD44, ALOX5AP, FNDC4, F2RL3, IL6, CD55, CD9, SLC2A3, SLC7A1, RNF122, PTPRE, RYR3, SLC20A1, EMP1, LPAR1, CD276, SLC2A1, ADGRE5, LYVE1, IER3, GJC1, LDLR, SLC7A5, KPNA2, SDC4, SEMA6B, EMP3, LILRB5, ANPEP, LRRC32	366	5297	12782	1.0746705785623576	1.0	0.6617144079511321	85.97415838173433
GOTERM_CC_FAT	GO:0031224~intrinsic to membrane	167	34.36213991769547	0.1705250532013753	TFRC, SLC4A4, OR51E1, SCARA5, PTGES, GREB1L, SELE, KCNQ3, SCARA3, MARCO, AQP3, SLC25A44, CD248, MPP1, FPR1, THY1, IL18RAP, IL1R2, EDNRB, ACKR3, REEP2, IL1R1, PTGIS, HAS2, SLC27A2, ACKR1, ITGA5, IL1RL1, SPTB, EVA1C, NRG2, SLC25A25, BDKRB2, CD300E, RELT, IER3, VASN, ADGRG3, CREB3L2, SLC39A14, MUC1, MYADM, GPR132, B4GALT1, NAALAD2, FAT3, SLC4A7, PLAUR, TTYH3, HSD3B7, PTPRD, MFSD2A, LHFPL2, CHST3, MFI2, HLA-DRB5, VMP1, HID1, CD163, FADS1, SLC19A2, CD14, PKD1L1, SEMA4A, CHSY1, TNFRSF12A, CCR1, CA12, UGCG, SLC4A1, ITGA11, AGPAT9, GPC1, DLL4, COLEC12, CHODL, LRRN4CL, GPR4, XYLT1, XPNPEP2, ELOVL6, SLCO2B1, PTGFRN, LILRA5, CR1, ICAM1, S1PR3, GALNT12, SHISA6, MSR1, DIO2, B3GNT5, B4GALT5, PDPN, CYSLTR2, ZDHHC9, PANX1, HAS1, FCAR, BTNL9, ENTPD3, NXT1, RHOU, OSMR, PCDH12, PKD1L2, PEMT, SLC2A4, TNFRSF10D, APOLD1, LRRC59, DPP4, SLCO4A1, CH25H, THBD, CADM3, REEP6, HCAR2, PIEZO2, ACVR2B, PROCR, VCAN, ZDHHC11, ADGRD1, IL4R, ATP1A1, HBEGF, TUBB3, C5AR1, GPRC5A, PERP, SLC11A1, SGMS2, NTRK3, SCN4B, RRP12, PTPRQ, CD44, ALOX5AP, FNDC4, F2RL3, IL6, CD55, CD9, SLC2A3, SLC7A1, GLIPR2, RNF122, PTPRE, RYR3, SLC20A1, EMP1, LPAR1, CD276, SLC2A1, ADGRE5, LYVE1, IER3, GJC1, LDLR, SLC7A5, KPNA2, SDC4, SEMA6B, EMP3, LILRB5, ANPEP, LRRC32	366	5485	12782	1.0633042923821052	1.0	0.729838839706322	92.06203716540887
GOTERM_BP_FAT	GO:0007166~cell surface receptor linked signal transduction	60	12.345679012345679	0.22809221456925027	CYSLTR2, NEDD9, LIF, OR51E1, CBLB, MARCO, FPR1, THY1, IL18RAP, RASD1, EDNRB, ACKR3, IL1R1, OSMR, ACKR1, ITGA5, STC1, PKD1L2, WNT9A, SPHK1, BDKRB2, ADGRG3, GPR132, TIPARP, HCAR2, ACVR2B, CCL21, ADGRD1, HBEGF, PTPRD, TUBB3, C5AR1, GPRC5A, ADAMTS1, CD14, NTRK3, FGF18, CCR1, PDGFB, CSRNP1, CTGF, SFRP4, CCND1, PTPN1, F2RL3, ITGA11, DLL4, PTPRE, GPR4, CCL2, USP9Y, MSX1, LBP, WNT2, LPAR1, ADGRE5, DKK3, S1PR3, LILRB5, CXCL2	391	1856	13528	1.118484875209454	1.0	0.8327987281174543	98.92535377768117

